Pokemon:,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type 1,Type 2,Overland,Sky,Swim,Levitate,Burrow,H Jump,L Jump,Power,Naturewalk,Capability 1,Capability 2,Capability 3,Capability 4,Capability 5,Capability 6,Capability 7,Capability 8,Capability 9,Size,Weight,EggGroup1,EggGroup2,Type1,Type2
Delphox,8,7,7,11,10,10,Fire,Psychic,7,0,4,0,0,2,2,4,"Grassland, Forest",Firestarter,Telekinetic,Telepath,Tracker,-,-,-,-,-,Medium,3,Field,-,Fire,Psychic
Deoxys N,5,15,5,15,5,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (N),5,15,5,15,5,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-N,5,15,5,15,5,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys Normal,5,15,5,15,5,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (Normal),5,15,5,15,5,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-Normal,5,15,5,15,5,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys A,5,18,2,18,2,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (A),5,18,2,18,2,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-A,5,18,2,18,2,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys Attack,5,18,2,18,2,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (Attack),5,18,2,18,2,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-Attack,5,18,2,18,2,15,Psychic,,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys D,5,7,16,7,16,9,Psychic,,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (D),5,7,16,7,16,9,Psychic,,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-D,5,7,16,7,16,9,Psychic,,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys Defense,5,7,16,7,16,9,Psychic,,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (Defense),5,7,16,7,16,9,Psychic,,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-Defense,5,7,16,7,16,9,Psychic,,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys S,5,10,9,10,9,18,Psychic,,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (S),5,10,9,10,9,18,Psychic,,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-S,5,10,9,10,9,18,Psychic,,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys Speed,5,10,9,10,9,18,Psychic,,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys (Speed),5,10,9,10,9,18,Psychic,,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Deoxys-Speed,5,10,9,10,9,18,Psychic,,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-,Medium,4,None,-,Psychic,None
Dewgong,9,7,8,7,10,7,Water,Ice,5,0,7,0,0,1,1,5,"Ocean, Tundra",Freezer,-,-,-,-,-,-,-,-,Medium,5,Water 1,Field,Water,Ice
Dewott,8,8,6,8,6,6,Water,,6,0,7,0,0,2,2,3,Ocean,Fountain,Wielder,Underdog,-,-,-,-,-,-,Medium,2,Field,-,Water,None
Dialga,10,12,12,15,10,9,Steel,Dragon,8,9,8,0,0,3,3,10,-,Aura Reader,Telekinetic,Telepath,Mountable 2,-,-,-,-,-,Gigantic,6,None,-,Steel,Dragon
Diancie,5,10,15,10,15,5,Rock,Fairy,4,0,4,8,0,2,2,2,Cave,Glow,Materializer,Telepath,-,-,-,-,-,-,Small,1,None,-,Rock,Fairy
Diggersby,9,6,8,5,8,8,Normal,Ground,6,0,3,0,5,2,2,3,"Grassland, Mountain",Groundshaper,Tremorsense,Underdog,-,-,-,-,-,-,Medium,3,Field,-,Normal,Ground
Diglett,1,6,3,4,5,10,Ground,,1,0,0,0,7,0,0,1,-,Tremorsense,Underdog,-,-,-,-,-,-,-,Small,1,Field,-,Ground,None
Ditto,5,5,5,5,5,5,Normal,,4,0,4,0,0,1,1,1,-,Amorphous,Wallclimber,Shapeshifter,Underdog,-,-,-,-,-,Small,1,Ditto,-,Normal,None
Dodrio,6,11,7,6,6,10,Normal,Flying,9,2,4,0,0,5,7,6,-,Mountable 1,-,-,-,-,-,-,-,-,Medium,4,Flying,-,Normal,Flying
Doduo,4,9,5,4,4,8,Normal,Flying,7,0,2,0,0,4,5,4,-,Underdog,-,-,-,-,-,-,-,-,Medium,3,Flying,-,Normal,Flying
Donphan,9,12,12,6,6,5,Ground,,7,0,4,0,0,1,1,7,"Forest, Mountain",Tracker,Mountable 1,-,-,-,-,-,-,-,Medium,5,Field,-,Ground,None
Doublade,6,11,15,5,5,4,Ghost,Steel,1,0,2,6,0,0,1,2,-,Phasing,Invisibility,Dead Silent,Living Weapon,-,-,-,-,-,Small,1,Mineral,-,Ghost,Steel
Dragalge,7,8,9,10,12,4,Poison,Dragon,3,0,6,0,0,1,1,6,Ocean,Fountain,Gilled,Stealth,Mountable 1,-,-,-,-,-,Large,4,Water 1,Dragon,Poison,Dragon
Dragonair,6,8,7,7,7,7,Dragon,,5,4,6,0,0,2,2,3,-,Underdog,-,-,-,-,-,-,-,-,Medium,2,Water 1,Dragon,Dragon,None
Dragonite,9,13,10,10,10,8,Dragon,Flying,6,8,6,0,0,3,4,8,-,Aura Reader,Mountable 1,-,-,-,-,-,-,-,Large,6,Water 1,Dragon,Dragon,Flying
Drapion,7,9,11,6,8,10,Poison,Dark,6,0,3,0,0,1,1,7,Forest,Darkvision,-,-,-,-,-,-,-,-,Medium,4,Bug,Water 3,Poison,Dark
Dratini,4,6,5,5,5,5,Dragon,,4,0,4,0,0,1,1,1,-,Underdog,-,-,-,-,-,-,-,-,Medium,1,Water 1,Dragon,Dragon,None
Drifblim,15,8,4,9,5,8,Ghost,Flying,1,6,1,0,0,3,3,5,-,Darkvision,Dead Silent,Inflatable,Shrinkable,-,-,-,-,-,Medium,2,Indeterminate,-,Ghost,Flying
Drifloon,9,5,3,6,4,7,Ghost,Flying,1,4,1,0,0,2,2,1,-,Darkvision,Dead Silent,Inflatable,Shrinkable,Underdog,-,-,-,-,Small,1,Indeterminate,-,Ghost,Flying
Drilbur,6,9,4,3,5,7,Ground,,4,0,2,0,6,1,1,2,"Cave, Mountain",Tremorsense,Underdog,-,-,-,-,-,-,-,Small,1,Field,-,Ground,None
Drowzee,6,5,5,4,9,4,Psychic,,4,0,2,0,0,1,1,4,Grassland,Mind Lock,Mind Reader,Underdog,-,-,-,-,-,-,Medium,3,Humanshape,-,Psychic,None
Druddigon,8,12,9,6,9,5,Dragon,,6,0,4,0,0,2,2,8,Cave,Darkvision,Mountable 1,-,-,-,-,-,-,-,Large,5,Dragon,Monster,Dragon,None
Ducklett,6,4,5,4,5,6,Water,Flying,3,4,4,0,0,2,3,1,-,Fountain,Underdog,-,-,-,-,-,-,-,Small,1,Water 1,Flying,Water,Flying
Dugtrio,4,8,5,5,7,12,Ground,,2,0,0,0,9,0,0,2,-,Groundshaper,Tremorsense,Underdog,-,-,-,-,-,-,Small,3,Field,-,Ground,None
Dunsparce,10,7,7,7,7,5,Normal,,4,0,4,0,6,1,1,1,-,Darkvision,Underdog,-,-,-,-,-,-,-,Medium,2,Field,-,Normal,None
Duosion,7,4,5,13,6,3,Psychic,,2,0,2,4,0,2,2,2,-,Telekinetic,Telepath,Underdog,-,-,-,-,-,-,Small,1,Indeterminate,-,Psychic,None
Durant,6,11,11,5,5,11,Bug,Steel,5,0,2,0,0,1,1,5,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Small,3,Bug,-,Bug,Steel
Dusclops,4,7,13,6,13,3,Ghost,,6,0,2,4,0,1,1,3,-,Darkvision,Dead Silent,Invisibility,Phasing,-,-,-,-,-,Medium,3,Indeterminate,-,Ghost,None
Dusknoir,5,10,14,7,14,5,Ghost,,4,0,3,6,0,1,2,5,-,Darkvision,Dead Silent,Invisibility,Phasing,-,-,-,-,-,Medium,5,Indeterminate,-,Ghost,None
Duskull,2,4,9,3,9,3,Ghost,,0,0,1,3,0,1,2,1,-,Darkvision,Dead Silent,Invisibility,Phasing,Underdog,-,-,-,-,Small,2,Indeterminate,-,Ghost,None
Dustox,6,5,7,5,9,7,Bug,Poison,2,9,2,0,0,1,2,2,-,Underdog,-,-,-,-,-,-,-,-,Medium,3,Bug,-,Bug,Poison
Dwebble,5,7,9,4,4,6,Bug,Rock,4,0,1,0,4,1,1,2,"Desert, Mountain",Underdog,-,-,-,-,-,-,-,-,Small,2,Bug,Mineral,Bug,Rock
Eelektrik,7,9,7,8,7,4,Electric,,4,0,5,4,0,1,1,4,-,Zapper,Glow,Gilled,Underdog,-,-,-,-,-,Medium,2,Indeterminate,-,Electric,None
Eelektross,9,12,8,11,8,5,Electric,,5,0,5,5,0,1,1,6,-,Zapper,Glow,Gilled,Mountable 1,-,-,-,-,-,Large,4,Indeterminate,-,Electric,None
Eevee,6,6,5,5,7,6,Normal,,4,0,2,0,0,1,1,2,-,Tracker,Underdog,-,-,-,-,-,-,-,Small,1,Field,-,Normal,None
Ekans,4,6,4,4,5,6,Poison,,5,0,3,0,0,1,1,1,Grassland,Darkvision,Stealth,Underdog,-,-,-,-,-,-,Medium,1,Field,Dragon,Poison,None
Electabuzz,7,8,6,10,9,11,Electric,,7,0,3,0,0,1,2,5,Urban,Zapper,-,-,-,-,-,-,-,-,Medium,3,Humanshape,-,Electric,None
Electivire,8,12,7,10,9,10,Electric,,7,0,3,0,0,2,3,7,Urban,Zapper,-,-,-,-,-,-,-,-,Large,5,Humanshape,-,Electric,None
Electrike,4,5,4,7,4,7,Electric,,5,0,3,0,0,1,2,2,Grassland,Tracker,Zapper,Underdog,-,-,-,-,-,-,Small,2,Field,-,Electric,None
Electrode,6,5,7,8,8,14,Electric,,8,0,3,0,0,1,1,4,-,Shrinkable,Volatile Bomb,Zapper,-,-,-,-,-,-,Medium,4,Mineral,-,Electric,None
Elekid,5,8,4,7,6,8,Electric,,4,0,2,0,0,1,1,3,Urban,Zapper,Underdog,-,-,-,-,-,-,-,Small,2,Humanshape,-,Electric,None
Elgyem,6,6,6,9,6,3,Psychic,,2,0,0,4,0,1,1,2,-,Telekinetic,Telepath,Underdog,-,-,-,-,-,-,Small,1,Humanshape,-,Psychic,None
Emboar,11,12,7,10,7,7,Fire,Fight,7,0,4,0,0,2,2,8,Grassland,Firestarter,Heater,Tracker,-,-,-,-,-,-,Medium,5,Field,-,Fire,Fighting
Emolga,6,8,6,8,6,10,Electric,Flying,4,4,2,0,0,3,4,1,-,Zapper,Underdog,-,-,-,-,-,-,-,Small,1,Field,-,Electric,Flying
Empoleon,8,9,9,11,10,6,Water,Steel,7,0,10,0,0,2,1,7,"Tundra, Ocean",Fountain,-,-,-,-,-,-,-,-,Medium,4,Water 1,Field,Water,Steel
Entei,12,12,9,9,8,10,Fire,,12,0,6,0,0,3,3,9,"Grassland, Mountain",Firestarter,Heater,Tracker,Mountable 2,-,-,-,-,-,Large,5,Monster,Ground,Fire,None
Escavalier,7,14,11,6,11,2,Bug,Steel,5,7,3,0,0,1,1,4,Forest,-,-,-,-,-,-,-,-,-,Medium,3,Bug,-,Bug,Steel
Espeon,7,7,6,13,10,11,Psychic,,6,0,4,0,0,1,2,3,-,Telepath,Telekinetic,Tracker,Premonition,-,-,-,-,-,Medium,3,Field,-,Psychic,None
Espurr,6,5,5,6,6,7,Psychic,,5,0,2,0,0,1,2,1,Grassland,Telekinetic,Telepath,Underdog,-,-,-,-,-,-,Small,1,Field,-,Psychic,None
Excadrill,11,14,6,5,7,9,Ground,Steel,5,0,4,0,8,1,2,6,"Cave, Mountain",Groundshaper,Tremorsense,-,-,-,-,-,-,-,Small,3,Field,-,Ground,Steel
Exeggcute,6,4,8,6,5,4,Grass,Psychic,2,0,1,0,0,1,1,1,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Small,1,Plant,-,Grass,Psychic
Exeggutor,10,10,9,13,7,6,Grass,Psychic,5,0,3,0,0,1,2,6,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Medium,5,Plant,-,Grass,Psychic
Exploud,10,9,6,9,6,7,Normal,,6,0,4,0,0,1,2,6,Cave,-,-,-,-,-,-,-,-,-,Medium,4,Monster,Field,Normal,None
Farfetch'd,5,7,6,6,6,6,Normal,Flying,3,7,2,0,0,2,2,3,-,Underdog,Wielder,-,-,-,-,-,-,-,Small,2,Flying,Field,Normal,Flying
Farfetchd,5,7,6,6,6,6,Normal,Flying,3,7,2,0,0,2,2,3,-,Underdog,Wielder,-,-,-,-,-,-,-,Small,2,Flying,Field,Normal,Flying
Fearow,7,9,7,6,6,10,Normal,Flying,5,8,3,0,0,3,3,5,-,Mountable 1,Underdog,-,-,-,-,-,-,-,Medium,3,Flying,-,Normal,Flying
Feebas,2,2,2,1,6,8,Water,,1,0,5,0,0,4,4,1,Ocean,Fountain,Gilled,Underdog,-,-,-,-,-,-,Small,1,Water 1,Dragon,Water,None
Fennekin,4,5,4,6,6,6,Fire,,4,0,2,0,0,1,2,2,"Forest, Grassland",Firestarter,Tracker,Underdog,-,-,-,-,-,-,Small,1,Field,-,Fire,None
Feraligatr,9,11,10,8,8,8,Water,,7,0,8,0,0,2,2,8,Wetlands,Fountain,-,-,-,-,-,-,-,-,Large,4,Monster,Water 1,Water,None
Ferroseed,4,5,9,2,9,1,Grass,Steel,3,0,1,0,0,1,1,4,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Small,2,Plant,Mineral,Grass,Steel
Ferrothorn,7,9,13,5,12,2,Grass,Steel,4,0,2,0,0,0,1,7,"Grassland, Forest",-,-,-,-,-,-,-,-,-,Medium,5,Plant,Mineral,Grass,Steel
Finneon,5,5,6,5,6,7,Water,,1,0,5,0,0,2,4,1,Ocean,Gilled,Fountain,Underdog,-,-,-,-,-,-,Small,1,Water 2,-,Water,None
Flaaffy,7,6,6,8,6,5,Electric,,6,0,0,0,0,1,2,3,Grassland,Glow,Zapper,Underdog,-,-,-,-,-,-,Small,2,Monster,Field,Electric,None
Flabebe,4,4,4,6,8,4,Fairy,,2,0,2,4,0,0,2,1,"Grassland, Forest",Alluring,Underdog,-,-,-,-,-,-,-,Small,1,Fairy,-,Fairy,None
Flabébé ,4,4,4,6,8,4,Fairy,,2,0,2,4,0,0,2,1,"Grassland, Forest",Alluring,Underdog,-,-,-,-,-,-,-,Small,1,Fairy,-,Fairy,None
Flareon,7,13,6,10,11,7,Fire,,7,0,3,0,0,1,2,3,-,Egg Warmer,Firestarter,Tracker,-,-,-,-,-,-,Medium,3,Field,-,Fire,None
Fletchinder,6,7,6,6,5,8,Fire,Flying,3,7,0,0,0,2,2,2,-,Firestarter,Guster,Underdog,-,-,-,-,-,-,Small,2,Flying,-,Fire,Flying
Fletchling,5,5,4,4,4,6,Normal,Flying,3,5,0,0,0,1,1,3,-,Guster,Underdog,-,-,-,-,-,-,-,Small,1,Flying,-,Flying,Normal
Floatzel,9,11,6,9,5,12,Water,,7,0,6,0,0,3,3,2,"Ocean, Wetlands",Fountain,-,-,-,-,-,-,-,-,Medium,3,Water 1,Field,Water,None
Floette,5,5,5,8,10,5,Fairy,,2,0,2,6,0,0,1,1,"Grassland, Forest",Alluring,Underdog,-,-,-,-,-,-,-,Small,1,Fairy,-,Fairy,None
Florges,8,7,7,11,15,8,Fairy,,4,0,2,6,0,1,2,2,"Grassland, Forest",Alluring,-,-,-,-,-,-,-,-,Medium,1,Fairy,-,Fairy,None
Flygon,8,10,8,8,8,10,Ground,Dragon,6,7,4,0,0,3,3,7,Desert,Mountable 1,-,-,-,-,-,-,-,-,Large,4,Bug,-,Ground,Dragon
Foongus,7,6,5,6,6,2,Grass,Poison,4,0,1,0,0,1,1,2,"Grassland, Forest",Mushroom Harvest,Shrinkable,Underdog,-,-,-,-,-,-,Small,1,Plant,-,Grass,Poison
Forretress,8,9,14,6,6,4,Bug,Steel,4,0,2,0,0,1,1,6,"Grassland, Forest",Threaded,Volatile Bomb,-,-,-,-,-,-,-,Medium,5,Bug,-,Bug,Steel
Fraxure,7,12,7,4,5,7,Dragon,,5,0,3,0,0,1,2,4,"Cave, Mountain",Underdog,-,-,-,-,-,-,-,-,Medium,3,Monster,Dragon,Dragon,None
Frillish,6,4,5,7,9,4,Water,Ghost,1,0,4,0,0,2,2,1,Ocean,Darkvision,Dead Silent,Fountain,Invisiblity,Underdog,-,-,-,-,Medium,3,Indeterminate,-,Water,Ghost
Froakie,4,6,4,6,4,7,Water,,5,0,4,0,0,2,2,2,Wetlands,Fountain,Gilled,Underdog,Wallclimber,-,-,-,-,-,Small,1,Water 1,-,Water,None
Frogadier,5,6,5,8,6,10,Water,,7,0,6,0,0,2,3,2,Wetlands,Fountain,Gilled,Underdog,Stealth,Wallclimber,-,-,-,-,Small,1,Water 1,-,Water,None
Froslass,7,8,7,8,7,11,Ice,Ghost,4,0,3,6,0,1,2,3,-,Chilled,Darkvision,Dead Silent,Freezer,Stealth,-,-,-,-,Medium,3,Fairy,Mineral,Ice,Ghost
Furfrou,8,8,6,7,9,10,Normal,,6,0,4,0,0,1,2,4,-,Tracker,-,-,-,-,-,-,-,-,Medium,3,Field,-,Normal,None
Furret,9,8,6,5,6,9,Normal,,7,0,4,0,0,2,2,3,"Forest, Grassland",Tracker,Underdog,-,-,-,-,-,-,-,Medium,3,Field,-,Normal,None
Gabite,7,9,7,5,6,8,Dragon,Ground,6,0,3,0,4,2,2,3,Desert,Underdog,-,-,-,-,-,-,-,-,Medium,4,Monster,Dragon,Dragon,Ground
Gallade,7,13,7,7,12,8,Psychic,Fight,7,0,4,0,0,2,2,7,"Forest, Urban",Telekinetic,Telepath,-,-,-,-,-,-,-,Medium,4,Indeterminate,-,Psychic,Fighting
Galvantula,7,8,6,10,6,11,Bug,Electric,6,0,3,0,0,2,2,2,"Grassland, Forest",Zapper,Threaded,Wallclimber,-,-,-,-,-,-,Medium,2,Bug,-,Bug,Electric
Garbodor,8,10,8,6,8,8,Poison,,5,0,2,0,0,1,1,6,Urban,Inflatable,-,-,-,-,-,-,-,-,Large,5,Mineral,-,Poison,None
Garchomp,11,13,10,8,9,10,Dragon,Ground,10,8,5,0,8,3,3,6,Desert,Mountable 1,-,-,-,-,-,-,-,-,Large,4,Monster,Dragon,Dragon,Ground
Gardevoir,7,7,7,13,12,8,Psychic,Fairy,6,0,4,0,0,2,1,4,"Forest, Urban",Aura Reader,Telekinetic,Telepath,-,-,-,-,-,-,Medium,3,Indeterminate,-,Psychic,Fairy
Gastly,3,4,3,10,4,8,Ghost,Poison,1,0,2,4,0,1,1,1,-,Darkvision,Dead Silent,Invisibility,Phasing,Underdog,-,-,-,-,Medium,1,Indeterminate,-,Ghost,Poison
Gastrodon,11,8,7,9,8,4,Water,Ground,3,0,6,0,0,1,0,3,Wetlands,Amorphous,Gilled,Wallclimber,-,-,-,-,-,-,Medium,3,Water 1,Indeterminate,Water,Ground
Genesect,7,12,10,12,10,10,Bug,Steel,7,7,5,0,0,2,2,8,-,-,-,-,-,-,-,-,-,-,Large,4,None,-,Bug,Steel
Gengar,6,7,6,13,8,11,Ghost,Poison,5,0,3,5,0,2,3,4,-,Darkvision,Dead Silent,Invisibility,Phasing,Shadow Meld,-,-,-,-,Medium,3,Indeterminate,-,Ghost,Poison
Geodude,4,8,10,3,3,2,Rock,Ground,4,0,2,1,3,0,2,3,-,Underdog,Volatile Bomb,-,-,-,-,-,-,-,Small,2,Mineral,-,Rock,Ground
Gible,6,7,5,4,5,4,Dragon,Ground,4,0,2,0,4,1,1,3,Desert,Underdog,-,-,-,-,-,-,-,-,Small,2,Monster,Dragon,Dragon,Ground
Gigalith,9,14,13,6,7,3,Rock,,5,0,3,0,0,1,1,12,"Cave, Mountain",-,-,-,-,-,-,-,-,-,Large,6,Mineral,-,Rock,None
Girafarig,7,8,7,9,7,9,Normal,Psychic,6,0,4,0,0,2,2,4,-,Mountable 1,-,-,-,-,-,-,-,-,Medium,3,Field,-,Normal,Psychic
Giratina A,15,10,12,10,12,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina (A),15,10,12,10,12,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina-A,15,10,12,10,12,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina Altered,15,10,12,10,12,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina (Altered),15,10,12,10,12,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina-Altered,15,10,12,10,12,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina O,15,12,10,12,10,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Origin Forme,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina (O),15,12,10,12,10,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Origin Forme,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina-O,15,12,10,12,10,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Origin Forme,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina Origin,15,12,10,12,10,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Origin Forme,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina (Origin),15,12,10,12,10,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Origin Forme,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,Gigantic,6,None,-,Ghost,Dragon
Giratina-Origin,15,12,10,12,10,9,Ghost,Dragon,7,10,7,0,3,2,2,14,-,Aura Reader,Darkvision,Origin Forme,Telekinetic,Telepath,Mountable 2,Forme Change,-,-,Gigantic,6,None,-,Ghost,Dragon
Glaceon,7,6,11,13,10,7,Ice,,6,0,4,0,0,1,2,3,Tundra,Freezer,Tracker,-,-,-,-,-,-,-,Medium,3,Field,-,Ice,None
Glalie,8,8,8,8,8,8,Ice,,5,0,2,5,0,2,2,5,-,Chilled,Dead Silent,Freezer,-,-,-,-,-,-,Medium,6,Fairy,Mineral,Ice,None
Glameow,5,6,4,4,4,9,Normal,,6,0,3,0,0,1,3,1,Grassland,Stealth,Underdog,-,-,-,-,-,-,-,Small,1,Field,-,Normal,None
Gligar,7,8,11,4,7,9,Ground,Flying,4,4,2,0,3,2,2,3,-,-,-,-,-,-,-,-,-,-,Medium,2,Bug,-,Ground,Flying
Gliscor,8,10,13,5,8,10,Ground,Flying,5,6,3,0,4,2,3,5,-,-,-,-,-,-,-,-,-,-,Medium,3,Bug,-,Ground,Flying
Gloom,6,7,7,9,8,4,Grass,Poison,5,0,2,0,0,1,1,2,"Grassland, Forest",Underdog,-,-,-,-,-,-,-,-,Small,1,Plant,-,Grass,Poison
Gogoat,12,10,6,10,8,7,Grass,,8,0,5,0,0,3,4,6,"Grassland, Forest",Milk Collection,Mountable 2,-,-,-,-,-,-,-,Large,4,Field,-,Grass,None
Golbat,8,8,7,7,8,9,Poison,Flying,3,5,2,0,0,1,1,3,-,Darkvision,Tracker,-,-,-,-,-,-,-,Medium,4,Flying,-,Poison,Flying
Goldeen,5,7,6,4,5,6,Water,,1,0,5,0,0,3,2,1,Ocean,Gilled,Fountain,Underdog,-,-,-,-,-,-,Small,2,Water 2,-,Water,None
Golduck,8,8,8,10,8,9,Water,,5,0,6,0,0,2,2,5,Wetlands,Telepath,Telekinetic,-,-,-,-,-,-,-,Medium,4,Water 1,Field,Water,None
Golem,8,12,13,6,7,5,Rock,Ground,6,0,3,0,0,1,2,8,"Cave, Mountain",Groundshaper,Volatile Bomb,-,-,-,-,-,-,-,Medium,6,Mineral,-,Rock,Ground
Golett,6,7,6,4,5,4,Ground,Ghost,5,0,2,0,0,1,1,7,-,Darkvision,Underdog,-,-,-,-,-,-,-,Medium,4,Mineral,-,Ground,Ghost
Golurk,9,12,8,6,8,6,Ground,Ghost,6,5,3,0,0,2,2,14,-,Darkvision,Groundshaper,-,-,-,-,-,-,-,Large,6,Mineral,-,Ground,Ghost
Goodra,9,10,7,11,15,8,Dragon,,7,0,4,0,0,2,2,8,-,Amorphous,-,-,-,-,-,-,-,-,Large,5,Dragon,-,Dragon,None
Goomy,5,5,4,6,8,4,Dragon,,4,0,2,0,0,0,0,1,-,Amorphous,Underdog,-,-,-,-,-,-,-,Small,1,Dragon,-,Dragon,None
